Betmiga;Urinary Bladder, Overactive;mirabegron;Mirabegron;G04BD12;Astellas Pharma Europe B.V.;Urologicals
Opsumit;Hypertension, Pulmonary;macitentan;Macitentan;C02KX04;Janssen-Cilag International N.V.  ;Antihypertensives, 
Dovato;HIV Infections;dolutegravir, lamivudine;dolutegravir sodium, lamivudine;J05AR;No Information aviable;Antivirals for systemic use, 
Memantine Mylan;Alzheimer Disease;memantine;memantine hydrochloride;N06DX01;Mylan S.A.S;Psychoanaleptics, , Other anti-dementia drugs
Twinrix Paediatric;Immunization, Hepatitis B, Hepatitis A;hepatitis-A (inactivated) and hepatitis-B (rDNA) (HAB) vaccine (adsorbed);hepatitis-A virus (inactivated), hepatitis-B surface antigen;J07BC20;GlaxoSmithKline Biologicals S.A.;Vaccines, 
Ambirix;Hepatitis B, Hepatitis A, Immunization;hepatitis-A (inactivated) and hepatitis-B (rDNA) (HAB) vaccine (adsorbed);hepatitis-A virus (inactivated), hepatitis-B surface antigen;J07BC20;GlaxoSmithKline Biologicals S.A.;Vaccines, 
Triumeq;HIV Infections;abacavir sulfate / dolutegravir sodium / lamivudine;abacavir sulfate, dolutegravir sodium, lamivudine;J05AR13;ViiV Healthcare BV;Antivirals for systemic use, 
Tigecycline Accord;Soft Tissue Infections, Intraabdominal Infections, Bacterial Infections, Skin Diseases, Infectious;tigecycline;Tigecycline;J01AA12;Accord Healthcare S.L.U.;Antibacterials for systemic use, 
Twinrix Adult;Hepatitis B, Hepatitis A, Immunization;hepatitis A (inactivated) and hepatitis B (rDNA) (HAB) vaccine (adsorbed);hepatitis A virus (inactivated), hepatitis B surface antigen;J07BC20;GlaxoSmithKline Biologicals S.A.;Vaccines, 
Pravafenix;Dyslipidemias;fenofibrate / pravastatin;fenofibrate, Pravastatin;C10BA03;Laboratoires SMB S.A.;Lipid modifying agents
Instanyl;Pain, Cancer;fentanyl;Fentanyl citrate;N02AB03;Takeda Pharma A/S;Analgesics
Revolade;Purpura, Thrombocytopenic, Idiopathic;eltrombopag;Eltrombopag;B02BX05;Novartis Europharm Limited;Other systemic hemostatics, Antihemorrhagics, 
SonoVue;Ultrasonography, Echocardiography;sulphur hexafluoride;sulphur hexafluoride;V08DA04;Bracco International B.V.;Contrast media
Tamiflu;Influenza, Human;oseltamivir;oseltamivir;J05AH02;Roche Registration GmbH;Antivirals for systemic use, 
Temozolomide Sun;Glioma, Glioblastoma;temozolomide;temozolomide;L01AX03;Sun Pharmaceutical Industries Europe B.V.;Antineoplastic agents, 
Vivanza;Erectile Dysfunction;vardenafil;vardenafil;G04BE09;Bayer Pharma AG ;Urologicals
Atazanavir Mylan;HIV Infections;atazanavir;atazanavir sulfate;J05AE08;Mylan S.A.S.;Antivirals for systemic use, 
Juluca;HIV Infections;dolutegravir / rilpivirine;dolutegravir sodium, rilpivirine hydrochloride;J05AR;ViiV Healthcare BV;Antivirals for systemic use, 
Levitra;Erectile Dysfunction;vardenafil;vardenafil;G04BE09;Bayer AG ;Urologicals
Staquis;Dermatitis, Atopic;crisaborole;Crisaborole;No Information aviable;Pfizer Europe MA EEIG ;Other dermatological preparations
Coagadex;Factor X Deficiency;human coagulation factor X;Human coagulation factor X;B02BD13;BPL Bioproducts Laboratory GmbH;Vitamin K and other hemostatics, Antihemorrhagics, , coagulation factor X
Insuman;Diabetes Mellitus;insulin human;insulin human;A10AB01, A10AC01;Sanofi-aventis Deutschland GmbH;Drugs used in diabetes, 
Cholib;Dyslipidemias;fenofibrate / simvastatin;fenofibrate, simvastatin;C10BA04;Mylan IRE Healthcare Ltd;Lipid modifying agents
Trecondi;Hematopoietic Stem Cell Transplantation;treosulfan;Treosulfan;L01AB02;medac Gesellschaft für klinische Spezialpräparate mbH;Antineoplastic agents, 
Advate;Hemophilia A;octocog alfa;octocog alfa;B02BD02;Takeda Manufacturing Austria AG;Antihemorrhagics, 
Repatha;Dyslipidemias, Hypercholesterolemia;evolocumab;Evolocumab;C10AX13;Amgen Europe B.V.;Lipid modifying agents
Pandemic influenza vaccine H5N1 AstraZeneca (previously Pandemic influenza vaccine H5N1 Medimmune);Influenza, Human;pandemic influenza vaccine (H5N1) (live attenuated, nasal);reassortant influenza virus (live attenuated) of the following strain: A/Vietnam/1203/2004 (H5N1) strain;J07BB03;AstraZeneca AB;Vaccines, 
Diacomit;Myoclonic Epilepsy, Juvenile;stiripentol;stiripentol;N03AX17;Biocodex;Antiepileptics, 
Cinryze;Angioedemas, Hereditary;C1 inhibitor (human);C1 inhibitor (human);B06AC01;Shire Services BVBA;c1-inhibitor, plasma derived, Drugs used in hereditary angioedema
Increlex;Laron Syndrome;mecasermin;Mecasermin;H01AC03;Ipsen Pharma;Pituitary and hypothalamic hormones and analogues
Trelegy Ellipta;Pulmonary Disease, Chronic Obstructive;fluticasone furoate / umeclidinium / vilanterol;fluticasone furoate, umeclidinium bromide, vilanterol trifenatate;R03AL08;GlaxoSmithKline Trading Services;Drugs for obstructive airway diseases, 
Tolucombi;Hypertension;telmisartan / hydrochlorothiazide;telmisartan, hydrochlorothiazide;C09DA07;Krka, d.d., Novo mesto;telmisartan and diuretics
Arsenic trioxide Mylan;Leukemia, Promyelocytic, Acute;arsenic trioxide;Arsenic trioxide;L01XX27;Mylan Ireland Limited;Antineoplastic agents, 
Myfenax;Graft Rejection;mycophenolate mofetil;mycophenolate mofetil;L04AA06;Teva B.V.;Immunosuppressants
Pregabalin Mylan Pharma;Anxiety Disorders, Neuralgia, Epilepsy;pregabalin;pregabalin;N03AX16;Mylan S.A.S.;Antiepileptics, 
Jinarc;Polycystic Kidney, Autosomal Dominant;tolvaptan;Tolvaptan;C03XA01;Otsuka Pharmaceutical Netherlands B.V.;Diuretics, 
Pregabalin Mylan;Anxiety Disorders, Epilepsy;pregabalin;pregabalin;N03AX16;Mylan S.A.S;Antiepileptics, 
Liumjev;Diabetes Mellitus;insulin lispro;insulin lispro;A10AB04;Eli Lilly Nederland B.V.;Drugs used in diabetes, 
Hyrimoz;Hidradenitis Suppurativa, Crohn Disease, Arthritis, Juvenile Rheumatoid, Uveitis, Arthritis, Rheumatoid, Colitis, Ulcerative, Spondylitis, Ankylosing, Skin Diseases, Papulosquamous, Arthritis, Psoriatic;adalimumab;adalimumab;L04AB04;Sandoz GmbH;Immunosuppressants
Otezla;Arthritis, Psoriatic, Psoriasis;apremilast;apremilast;L04AA32;Amgen Europe B.V.;Immunosuppressants
Voriconazole Hikma (previously Voriconazole Hospira);Bacterial Infections and Mycoses, Aspergillosis, Candidiasis;voriconazole;voriconazole;J02AC03;Hikma Farmaceutica (Portugal) S.A.;Antimycotics for systemic use
Hefiya;Hidradenitis Suppurativa, Spondylitis, Ankylosing, Psoriasis, Arthritis, Juvenile Rheumatoid, Uveitis;adalimumab;adalimumab;L04AB04;Sandoz GmbH;Immunosuppressants
Halimatoz;Hidradenitis Suppurativa, Psoriasis, Arthritis, Juvenile Rheumatoid, Uveitis, Arthritis, Rheumatoid, Spondylitis, Ankylosing, Arthritis, Psoriatic;adalimumab;adalimumab;L04AB04;Sandoz GmbH;Immunosuppressants
Cinacalcet Accordpharma;Hyperparathyroidism;cinacalcet;cinacalcet hydrochloride;H05BX01;Accord Healthcare S.L.U.;Calcium homeostasis
Mycamine;Candidiasis;micafungin;micafungin;J02AX05;Astellas Pharma Europe B.V.;Antimycotics for systemic use
Aldurazyme;Mucopolysaccharidosis I;laronidase;laronidase;A16AB05;Genzyme Europe B.V.;Other alimentary tract and metabolism products, 
Simulect;Graft Rejection, Kidney Transplantation;basiliximab;basiliximab;L04AC02;Novartis Europharm Limited;Immunosuppressants
Trepulmix;Hypertension, Pulmonary;treprostinil;Treprostinil sodium;B01AC21;SciPharm Sàrl;Antithrombotic agents, 
Fluenz Tetra;Influenza, Human;influenza vaccine (live attenuated, nasal);reassortant influenza virus (live attenuated) of the following four strains:A/California/7/2009 (H1N1)pdm09 - like strain(A/Bolivia/559/2013, MEDI 255962)A/Hong Kong/4801/2014 (H3N2) - like strain(A/New Caledonia/71/2014, MEDI 263122)B/Brisbane/60/2008 - like strain(B/Brisbane/60/2008, MEDI 228030)B/Phuket/3073/2013 - like strain(B/Phuket/3073/2013, MEDI 254977);J07BB03;AstraZeneca AB;Influenza vaccines, Influenza, live attenuated
Pregabalin Zentiva k.s.;Anxiety Disorders, Neuralgia, Epilepsy;pregabalin;pregabalin;N03AX16;Zentiva k.s.;Antiepileptics, 
Fulphila;Neutropenia;pegfilgrastim;pegfilgrastim;L03AA13;Mylan S.A.S;Immunostimulants, 
SomaKit TOC;Neuroendocrine Tumors, Radionuclide Imaging;edotreotide;edotreotide;V09IX;Advanced Accelerator Applications;Diagnostic radiopharmaceuticals
Mycophenolate mofetil Teva;Graft Rejection;mycophenolate mofetil;mycophenolate mofetil;L04AA06;Teva Pharma B.V.;Immunosuppressants
Clopidogrel TAD;Peripheral Vascular Diseases, Stroke, Myocardial Infarction;clopidogrel;clopidogrel hydrochloride;B01AC06;Tad Pharma GmbH;Antithrombotic agents, 
Rizmoic;Constipation;naldemedine;Naldemedine tosilate;A06AH05;Shionogi B.V.;Drugs for constipation, Peripheral opioid receptor antagonists
RotaTeq;Immunization, Rotavirus Infections;rotavirus vaccine, live;rotavirus serotype G1, serotype G2, serotype G3, serotype G4, serotype P1;J07BH02;MSD VACCINS;Vaccines, , Viral vaccines
Docetaxel Accord;Head and Neck Neoplasms, Carcinoma, Non-Small-Cell Lung, Adenocarcinoma, Prostatic Neoplasms, Breast Neoplasms;docetaxel;docetaxel;L01CD02;Accord Healthcare S.L.U.;Antineoplastic agents, 
Beromun;Sarcoma;tasonermin;tasonermin;L03AX11;Belpharma s.a.;Immunostimulants, 
Viagra;Erectile Dysfunction;sildenafil;sildenafil;G04BE03;Pfizer Europe MA EEIG;Urologicals
Armisarte (previously Pemetrexed Actavis);Carcinoma, Non-Small-Cell Lung, Mesothelioma;pemetrexed;pemetrexed diacid monohydrate;L01BA04;Actavis Group PTC ehf;Antineoplastic agents, 
Budesonide/Formoterol Teva Pharma B.V.;Asthma, Pulmonary Disease, Chronic Obstructive;budesonide / formoterol fumarate dihydrate;budesonide / formoterol fumarate dihydrate;R03AK07;Teva Pharma B.V. ;Drugs for obstructive airway diseases, 
Ozempic;Diabetes Mellitus;semaglutide;semaglutide;A10BJ06;Novo Nordisk A/S;Drugs used in diabetes, 
Emtricitabine/Tenofovir disoproxil Zentiva;HIV Infections;emtricitabine / tenofovir disoproxil;emtricitabine, tenofovir disoproxil phosphate;J05AR03;Zentiva k.s.;Antivirals for systemic use, 
Lutathera;Neuroendocrine Tumors;lutetium (177Lu) oxodotreotide;lutetium (177Lu) oxodotreotide;V10XX04;Advanced Accelerator Applications;Other therapeutic radiopharmaceuticals
Ruxience;Leukemia, Lymphocytic, Chronic, B-Cell, Arthritis, Rheumatoid, Microscopic Polyangiitis, Pemphigus;rituximab;rituximab;L01XC02;Pfizer Europe MA EEIG ;Antineoplastic agents, 
Silapo;Anemia, Blood Transfusion, Autologous, Cancer, Kidney Failure, Chronic;epoetin zeta;epoetin zeta;B03XA01;Stada Arzneimittel AG;Antianemic preparations
Ritonavir Mylan;HIV Infections;ritonavir;ritonavir;J05AE03;Mylan S.A.S;Antivirals for systemic use, 
Stelara;Psoriasis, Arthritis, Psoriatic, Crohn Disease;ustekinumab;Ustekinumab;L04AC05;Janssen-Cilag International NV;Immunosuppressants
CellCept;Graft Rejection;mycophenolate mofetil;mycophenolate mofetil;L04AA06;Roche Registration GmbH;Immunosuppressants
Tenofovir disoproxil Zentiva;HIV Infections;tenofovir disoproxil;tenofovir disoproxil phosphate;J05AF07;Zentiva k.s.;Antivirals for systemic use, 
Azacitidine Mylan;Myelodysplastic Syndromes, Leukemia, Myelomonocytic, Chronic, Leukemia, Myeloid, Acute;azacitidine;azacitidine;L01BC07;Mylan Ireland Limited;Antineoplastic agents, 
Viread;Hepatitis B, Chronic, HIV Infections;tenofovir disoproxil;tenofovir disoproxil fumarate;J05AF07;Gilead Sciences Ireland UC;Antivirals for systemic use, 
Granupas (previously Para-aminosalicylic acid Lucane);Tuberculosis;para-aminosalicylic acid;Para-aminosalicylic acid;J04AA01;Eurocept International B. V.;Antimycobacterials
Incresync;Diabetes Mellitus, Type 2;alogliptin / pioglitazone;alogliptin, pioglitazone;A10BD09;Takeda Pharma A/S;Drugs used in diabetes, , Combinations of oral blood glucose lowering drugs
Esmya;Leiomyoma;ulipristal;ulipristal acetate;G03XB02;Gedeon Richter Ltd ;Sex hormones and modulators of the genital system, 
Ulipristal Acetate Gedeon Richter;Leiomyosarcoma;ulipristal acetate;ulipristal acetate;G03XB02;Gedeon Richter Plc.;Sex hormones and modulators of the genital system, 
Kaletra;HIV Infections;lopinavir / ritonavir;lopinavir, ritonavir;J05AR10;AbbVie Deutschland GmbH  Co. KG;Antivirals for systemic use, , Protease inhibitors
Semglee;Diabetes Mellitus;insulin glargine;insulin glargine;A10AE04;Mylan S.A.S;Drugs used in diabetes, 
Azacitidine betapharm;Myelodysplastic Syndromes, Leukemia, Myelomonocytic, Chronic, Leukemia, Myeloid, Acute;azacitidine;azacitidine;L01BC07;betapharm Arzneimittel GmbH;Antineoplastic agents, 
Synflorix;Pneumococcal Infections, Immunization;pneumococcal polysaccharide conjugate vaccine (adsorbed);pneumococcal polysaccharide serotype 1 / pneumococcal polysaccharide serotype 1, 4, 5, 6b, 7f, 9v, 14, 18c, 19f, 23f / pneumococcal polysaccharide serotype 14 / pneumococcal polysaccharide serotype 18c / pneumococcal polysaccharide serotype 19f, pneumococcal polysaccharide serotype 23f / pneumococcal polysaccharide serotype 4 / pneumococcal polysaccharide serotype 5 / pneumococcal polysaccharide serotype 6b / pneumococcal polysaccharide serotype 7f / pneumococcal polysaccharide serotype 9v;J07AL52;GlaxoSmithKline Biologicals S.A.;Vaccines, 
Amlodipine  / Valsartan Mylan ;Hypertension;amlodipine / valsartan;Amlodipine besilate, valsartan;C09DB01;Mylan S.A.S;Agents acting on the renin-angiotensin system
Tookad;Prostatic Neoplasms;padeliporfin;padeliporfin di-potassium;L01XD07;STEBA Biotech S.A;Antineoplastic agents, 
Prasugrel Mylan;Myocardial Infarction, Acute Coronary Syndrome, Angina, Unstable;prasugrel;prasugrel besilate;B01AC22;Mylan S.A.S;Antithrombotic agents, 
Grasustek;Neutropenia;pegfilgrastim;pegfilgrastim;L03AA13;Juta Pharma GmbH;Immunostimulants, 
Flucelvax Tetra;Influenza, Human;influenza vaccine surface antigen inactivated prepared in cell cultures;Influenza virus surface antigens (haemagglutinin and neuraminidase)* , inactivated, of the following strains: A/xxxxx (H3N2)-like strain (reassortant used)/ A/xxxxx H1N1- like strain (reassortant used)/ B/xxxxx (Yamagata Lineage) – like strain (reassortant used)/ B/xxxxx (Victoria Lineage) – like strain (reassortant used);J07BB02;Seqirus Netherlands B.V.;influenza, inactivated, split virus or surface antigen
Atripla;HIV Infections;efavirenz / emtricitabine / tenofovir disoproxil;efavirenz, emtricitabine, tenofovir disoproxil fumarate;J05AR06;Gilead Sciences Ireland UC;Antivirals for systemic use, 
Epclusa;Hepatitis C, Chronic;sofosbuvir / velpatasvir;Sofosbuvir, velpatasvir;J05A;Gilead Sciences Ireland UC;Antivirals for systemic use, 
Clopidogrel ratiopharm;Myocardial Infarction, Acute Coronary Syndrome, Peripheral Vascular Diseases, Stroke;clopidogrel;clopidogrel hydrogen sulphate;B01AC04;Teva B.V.;Antithrombotic agents, 
Qtrilmet;Diabetes Mellitus, Type 2;metformin hydrochloride / saxagliptin / dapagliflozin;metformin hydrochloride, Saxagliptin, dapagliflozin;A10BD;AstraZeneca AB;Drugs used in diabetes, 
Tasigna;Leukemia, Myelogenous, Chronic, BCR-ABL Positive;nilotinib;nilotinib;L01XE08;Novartis Europharm Limited;Antineoplastic agents, 
Briviact (in Italy: Nubriveo);Epilepsy;brivaracetam;Brivaracetam;N03AX23;UCB Pharma SA;Antiepileptics, 
Veyvondi;von Willebrand Diseases;vonicog alfa;vonicog alfa;B02BD10;Baxalta Innovations GmbH;Antihemorrhagics, 
Prevenar 13;Pneumococcal Infections, Immunization;pneumococcal polysaccharide conjugate vaccine (13-valent, adsorbed);pneumococcal polysaccharide serotype 1 / pneumococcal polysaccharide serotype 14 / pneumococcal polysaccharide serotype 18C / pneumococcal polysaccharide serotype 19A, pneumococcal polysaccharide serotype 19F / pneumococcal polysaccharide serotype 23F / pneumococcal polysaccharide serotype 3 / pneumococcal polysaccharide serotype 4, pneumococcal polysaccharide serotype 5, pneumococcal polysaccharide serotype 6A, pneumococcal polysaccharide serotype 6B / pneumococcal polysaccharide serotype 7F / pneumococcal polysaccharide serotype 9V protein;J07AL02;Pfizer Europe MA EEIG;Vaccines, 
Lysodren;Adrenal Cortex Neoplasms;mitotane;Mitotane;L01XX23;Laboratoire HRA Pharma;Antineoplastic agents, 
Sifrol;Restless Legs Syndrome, Parkinson Disease;pramipexole;pramipexole dihydrochloride monohydrate;N04BC05;Boehringer Ingelheim International GmbH;Anti-Parkinson drugs
Lojuxta;Hypercholesterolemia;lomitapide;Lomitapide;C10AX12;Amryt Pharmaceuticals DAC;Lipid modifying agents
MabThera;Lymphoma, Non-Hodgkin, Arthritis, Rheumatoid, Leukemia, Lymphocytic, Chronic, B-Cell;rituximab;rituximab;L01XC02;Roche Registration GmbH;Antineoplastic agents, 
Prevymis;Cytomegalovirus Infections;letermovir;Letermovir;J05;Merck Sharp & Dohme B.V.;Antivirals for systemic use, 
Takhzyro;Angioedemas, Hereditary;lanadelumab;lanadelumab;B06AC05;Shire Pharmaceuticals Ireland Ltd;Other hematological agents, 
Mysimba;Obesity, Overweight;naltrexone / bupropion;bupropion hydrochloride, naltrexone hydrochloride;A08AA;Orexigen Therapeutics Ireland Limited;Antiobesity preparations, excl. diet products
Mirapexin;Restless Legs Syndrome, Parkinson Disease;pramipexole;pramipexole dihydrochloride monohydrate;N04BC05;Boehringer Ingelheim International GmbH;Anti-Parkinson drugs
Ameluz;Keratosis, Actinic, Carcinoma, Basal Cell;5-aminolevulinic acid hydrochloride;5-aminolevulinic acid hydrochloride;L01XD04;Biofrontera Bioscience GmbH;Antineoplastic agents, 
Kromeya;Arthritis, Rheumatoid, Arthritis, Juvenile Rheumatoid, Psoriasis, Arthritis, Psoriatic, Spondylitis, Ankylosing, Uveitis, Colitis, Ulcerative, Crohn Disease;adalimumab;adalimumab;L04AB04;Fresenius Kabi Deutschland GmbH;Immunosuppressants
Zalasta;Schizophrenia, Bipolar Disorder;olanzapine;olanzapine;N05AH03;Krka;Psycholeptics, 
Vaxelis;Meningitis, Haemophilus, Poliomyelitis, Tetanus, Diphtheria, Whooping Cough, Hepatitis B;diphtheria, tetanus, pertussis (acellular, component), hepatitis B (rDNA), poliomyelitis (inactivated) and Haemophilus type b conjugate vaccine (adsorbed);Diphtheria toxoid, tetanus toxoid, Bordetella pertussis antigens: pertussis toxoid, filamentous haemagglutinin, pertactin, fimbriae Types 2 and 3, hepatitis B surface antigen produced in yeast cells, poliovirus (inactivated): type 1 (Mahoney), type 2 (MEF-1), type 3 (Saukett) produced in Vero cells/ Haemophilus influenzae type b polysaccharide (polyribosylribitol phosphate) conjugated to meningococcal protein.;J07CA09;MCM Vaccine B.V.;Vaccines, 
Fasturtec;Hyperuricemia;rasburicase;rasburicase;V03AF07;Sanofi-aventis groupe ;All other therapeutic products
Xeristar;Anxiety Disorders, Depressive Disorder, Major, Diabetic Neuropathies;duloxetine;duloxetine;N06AX21;Eli Lilly Nederland B.V.;Psychoanaleptics, 
Ecalta;Candidiasis;anidulafungin;anidulafungin;J02AX06;Pfizer Europe MA EEIG;Antimycotics for systemic use
Cuprymina;Radionuclide Imaging;copper (64Cu) chloride;copper (64Cu) chloride;-;A.C.O.M. - Advanced Center Oncology;various
Xgeva;Fractures, Bone, Neoplasm Metastasis;denosumab;denosumab;M05BX04;Amgen Europe B.V.;Drugs for treatment of bone diseases
Rezolsta;HIV Infections;darunavir / cobicistat;darunavir, cobicistat;J05;Janssen-Cilag International N.V.;Antivirals for systemic use, , Antivirals for treatment of HIV infections, combinations
Rotarix;Immunization, Rotavirus Infections;rotavirus vaccine, live, attenuated;human rotavirus, live attenuated;J07BH01;GlaxoSmithKline Biologicals S.A.;Vaccines, 
Suliqua;Diabetes Mellitus, Type 2;insulin glargine / lixisenatide;insulin glargine, lixisenatide;A10AE;sanofi-aventis groupe;Drugs used in diabetes, 
Levetiracetam Actavis;Epilepsy;levetiracetam;levetiracetam;N03AX14;Actavis Group PTC ehf;Antiepileptics, 
Truvada;HIV Infections;emtricitabine / tenofovir disoproxil;emtricitabine, tenofovir disoproxil fumarate;J05AR03;Gilead Sciences Ireland UC;Antivirals for systemic use, 
Aripiprazole Accord;Schizophrenia, Bipolar Disorder;aripiprazole;aripiprazole;N05AX12;Accord Healthcare S.L.U.;Psycholeptics, 
Privigen;Purpura, Thrombocytopenic, Idiopathic, Bone Marrow Transplantation, Immunologic Deficiency Syndromes, Guillain-Barre Syndrome, Mucocutaneous Lymph Node Syndrome;human normal immunoglobulin (IVIg);human normal immunoglobulin (IVIg);J06BA02;CSL Behring GmbH;Immune sera and immunoglobulins, 
Trazimera;Stomach Neoplasms, Breast Neoplasms;trastuzumab;trastuzumab;L01XC03;Pfizer Europe MA EEIG;Antineoplastic agents, 
Insulin lispro Sanofi;Diabetes Mellitus;insulin lispro;insulin lispro;A10AB04;sanofi-aventis groupe;Drugs used in diabetes, 
DuoResp Spiromax;Pulmonary Disease, Chronic Obstructive, Asthma;budesonide / formoterol;budesonide, formoterol fumarate dihydrate;R03AK07;Teva Pharma B.V.;Drugs for obstructive airway diseases, 
BiResp Spiromax;Pulmonary Disease, Chronic Obstructive, Asthma;budesonide / formoterol;budesonide, formoterol fumarate dihydrate;R03AK07;Teva Pharma B.V.;Drugs for obstructive airway diseases, 
Votrient;Carcinoma, Renal Cell;pazopanib;pazopanib;L01XE11;Novartis Europharm Limited ;Antineoplastic agents, 
Zypadhera;Schizophrenia;olanzapine;olanzapine pamoate;N05AH03;Eli Lilly Nederland B.V.;Psycholeptics, 
Cubicin;Gram-Positive Bacterial Infections, Bacteremia, Soft Tissue Infections, Endocarditis, Bacterial;daptomycin;daptomycin;J01XX09;Merck Sharp & Dohme B.V.;Antibacterials for systemic use, 
Gardasil;Papillomavirus Infections, Uterine Cervical Dysplasia, Condylomata Acuminata, Immunization;human papillomavirus vaccine [types 6, 11, 16, 18] (recombinant, adsorbed);human papillomavirus type 6 L1 protein, human papillomavirus type 11 L1 protein, human papillomavirus type 16 L1 protein, human papillomavirus type 18 L1 protein;J07BM01;MSD VACCINS;Vaccines, 
Trogarzo;HIV Infections;ibalizumab;Ibalizumab;J05AX;Theratechnologies Europe Limited;Antivirals for systemic use, 
Atriance;Precursor T-Cell Lymphoblastic Leukemia-Lymphoma;nelarabine;nelarabine;L01BB07;Novartis Europharm Limited;Antineoplastic agents, 
Tracleer;Scleroderma, Systemic, Hypertension, Pulmonary;bosentan;bosentan monohydrate;C02KX01;Janssen-Cilag International N.V.  ;Antihypertensives, 
Cresemba;Aspergillosis;isavuconazole;isavuconazole;J02AC;Basilea Pharmaceutica Deutschland GmbH;No Information aviable
Ambrisentan Mylan;Hypertension, Pulmonary;ambrisentan;ambrisentan;C02KX02;Mylan S.A.S;Antihypertensives, 
Imraldi;Hidradenitis Suppurativa, Psoriasis, Crohn Disease, Uveitis, Arthritis, Rheumatoid, Arthritis, Colitis, Ulcerative, Spondylitis, Ankylosing, Arthritis, Psoriatic;adalimumab;adalimumab;L04AB04;Samsung Bioepis NL B.V.;Immunosuppressants
Zavicefta;Pneumonia, Bacterial, Soft Tissue Infections, Pneumonia, Urinary Tract Infections, Gram-Negative Bacterial Infections;ceftazidime / avibactam;Ceftazidime, avibactam;J01;Pfizer Ireland Pharmaceuticals;Antibacterials for systemic use, 
Skyrizi;Psoriasis;risankizumab;Risankizumab;L04AC18;AbbVie Deutschland GmbH & Co. KG;Immunosuppressants
Cinacalcet Mylan;Hyperparathyroidism, Secondary, Hypercalcemia;cinacalcet;cinacalcet hydrochloride;H05BX01;Mylan S.A.S.;Calcium homeostasis
Levetiracetam Actavis Group;Epilepsy;levetiracetam;levetiracetam;N03AX14;Actavis Group PTC ehf;Antiepileptics, 
Deferiprone Lipomed;Iron Overload, beta-Thalassemia;deferiprone;Deferiprone;V03AC02;Lipomed GmbH;All other therapeutic products
Spinraza;Muscular Atrophy, Spinal;nusinersen;nusinersen sodium;M09;Biogen Netherlands B.V.;Other nervous system drugs, 
Liprolog;Diabetes Mellitus;insulin lispro;insulin lispro;A10AB04, A10AD04;Eli Lilly Nederland B.V.;Drugs used in diabetes, 
Humalog;Diabetes Mellitus;insulin lispro;insulin lispro;A10AB04, A10AD04;Eli Lilly Nederland B.V.;Drugs used in diabetes, 
Ogivri;Stomach Neoplasms, Breast Neoplasms;trastuzumab;trastuzumab;L01XC03;Mylan S.A.S;Antineoplastic agents, 
Colobreathe;Cystic Fibrosis;colistimethate sodium;Colistimethate sodium;J01XB01;Teva B.V.;Antibacterials for systemic use, 
Edarbi;Hypertension;azilsartan medoxomil;Azilsartan medoxomil;C09CA09;Takeda Pharma A/S;Agents acting on the renin-angiotensin system
Emselex;Urinary Incontinence, Urge, Urinary Bladder, Overactive;darifenacin hydrobromide;darifenacin hydrobromide;G04BD10;Merus Labs Luxco II S.à R.L.;Urologicals, Drugs for urinary frequency and incontinence
Hulio;Hidradenitis Suppurativa, Psoriasis, Crohn Disease, Uveitis, Arthritis, Rheumatoid, Colitis, Ulcerative, Spondylitis, Ankylosing, Arthritis, Psoriatic;adalimumab;adalimumab;L04AB04;Mylan S.A.S.;Immunosuppressants, Tumor necrosis factor alpha (TNF-α) inhibitors
Aptivus;HIV Infections;tipranavir;tipranavir;J05AE09;Boehringer Ingelheim International GmbH;Antivirals for systemic use, 
Abasaglar (previously Abasria);Diabetes Mellitus;insulin glargine;insulin glargine;A10AE04;Eli Lilly Nederland B.V.;Drugs used in diabetes, 
Clopidogrel Teva (hydrogen sulphate);Acute Coronary Syndrome, Peripheral Vascular Diseases, Myocardial Infarction, Stroke;clopidogrel;clopidogrel hydrogen sulphate;B01AC04;Teva Pharma B.V.;Antithrombotic agents, 
Efavirenz/Emtricitabine/Tenofovir disoproxil Krka;HIV Infections;efavirenz / emtricitabine / tenofovir disoproxil;efavirenz, emtricitabine, tenofovir disoproxil succinate;J05AR06;KRKA, d.d., Novo mesto;Antivirals for systemic use, 
Cerezyme;Gaucher Disease;imiglucerase;imiglucerase;A16AB02;Genzyme Europe B.V.;Other alimentary tract and metabolism products, 
Lantus;Diabetes Mellitus;insulin glargine;insulin glargine;A10AE04;sanofi-aventis Deutschland GmbH;Drugs used in diabetes, 
Ivozall;Precursor Cell Lymphoblastic Leukemia-Lymphoma;clofarabine;clofarabine;L01BB06;ORPHELIA Pharma SAS;Antineoplastic agents, 
Rixubis;Hemophilia B;nonacog gamma;nonacog gamma;B02BD04;Baxalta Innovations GmbH;Antihemorrhagics, 
Zyprexa;Schizophrenia, Bipolar Disorder;olanzapine;olanzapine;N05AH03;Eli Lilly Nederland B.V.;Psycholeptics, 
Levetiracetam Hospira;Epilepsy;levetiracetam;levetiracetam;N03AX14;Pfizer Europe MA EEIG;Antiepileptics, 
Kigabeq;Spasms, Infantile, Epilepsies, Partial;vigabatrin;vigabatrin;N03AG04;ORPHELIA Pharma SAS;Antiepileptics, 
Iscover;Stroke, Peripheral Vascular Diseases, Atrial Fibrillation, Myocardial Infarction, Acute Coronary Syndrome;clopidogrel;clopidogrel;B01AC04;Sanofi-Aventis Groupe;Antithrombotic agents, 
